GrLivArea,SalePrice,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,MiscVal,MoSold,YrSold,TotalSF,TotalPorchSF,TotalBR,MSZoning_C (all),MSZoning_FV,MSZoning_I (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR2,LotShape_IR3,LotShape_Reg,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,PavedDrive_P,PavedDrive_Y,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed
1072.0,140000,180,35.0,3675.0,6,5,2005.0,2005.0,76.0,3,3,4,3,4,6,5,2,1,4,5,0,0,2005.0,2.0,525.0,3,3,0,5,2007,1619.0,44.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1342.0,219500,120,48.0,6240.0,8,5,2006.0,2007.0,196.0,4,3,4,3,1,6,5,2,1,4,6,1,4,2007.0,2.0,550.0,3,3,0,2,2008,2684.0,35.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1274.0,136000,60,63.0,10475.0,5,5,1991.0,1991.0,0.0,3,3,4,3,1,3,4,3,1,3,6,0,0,1993.0,2.0,576.0,3,3,0,3,2010,1898.0,22.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
861.0,80000,30,62.0,7404.0,4,6,1920.0,1950.0,0.0,3,3,2,3,1,1,3,2,1,3,5,0,0,1920.0,2.0,288.0,3,3,0,11,2009,1722.0,128.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1394.0,159000,20,66.63,9500.0,6,5,1963.0,1963.0,247.0,3,3,4,3,1,4,4,3,1,3,6,2,4,1963.0,2.0,514.0,3,3,0,7,2009,2788.0,261.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1536.0,214000,20,70.0,9135.0,7,5,2002.0,2003.0,113.0,4,3,4,3,3,6,5,3,1,4,7,0,0,2002.0,2.0,532.0,3,3,0,12,2008,3072.0,266.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1680.0,163000,60,50.0,8480.0,6,5,1993.0,1994.0,120.0,4,3,4,3,1,6,5,3,1,4,7,0,0,1993.0,2.0,474.0,3,3,0,10,2008,2566.0,240.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1274.0,203000,20,68.0,8814.0,7,5,2005.0,2007.0,80.0,4,3,4,3,1,6,5,3,1,4,6,0,0,2005.0,2.0,508.0,3,3,0,1,2007,2548.0,362.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
864.0,67000,30,45.0,8248.0,3,3,1914.0,1950.0,0.0,3,3,3,3,1,4,3,2,1,3,5,0,0,0.0,0.0,0.0,0,0,0,9,2008,1728.0,100.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1610.0,205000,20,66.63,10603.0,6,7,1977.0,2001.0,28.0,3,3,3,3,2,5,4,3,1,4,6,2,3,1977.0,2.0,480.0,3,3,0,2,2010,3220.0,236.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1091.0,131250,80,62.0,7706.0,6,5,1993.0,1996.0,0.0,3,4,4,3,3,3,5,2,1,3,5,0,0,1993.0,1.0,429.0,3,3,700,8,2009,1475.0,280.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1486.0,181000,20,65.0,7441.0,7,5,2006.0,2006.0,170.0,4,3,4,3,1,1,5,3,1,4,7,0,0,2006.0,2.0,566.0,3,3,0,6,2007,2947.0,32.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
789.0,115000,20,50.0,6000.0,5,5,1948.0,1950.0,0.0,3,3,3,3,1,5,5,2,1,3,5,0,0,1948.0,1.0,250.0,3,3,0,4,2008,1578.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1092.0,98000,160,21.0,1477.0,6,9,1970.0,2007.0,0.0,3,4,3,3,1,6,5,3,1,3,6,0,0,0.0,0.0,0.0,0,0,0,3,2008,1638.0,187.0,2.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2640.0,265979,70,65.0,11700.0,7,7,1880.0,2003.0,0.0,4,3,3,2,1,1,3,4,1,4,8,1,4,1950.0,4.0,864.0,3,3,0,5,2009,3880.0,567.0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1092.0,105500,160,21.0,1680.0,5,5,1971.0,1971.0,492.0,3,3,3,3,1,3,3,3,1,3,6,0,0,1997.0,1.0,320.0,3,3,0,3,2010,1617.0,0.0,1.5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1458.0,168165,60,58.0,13204.0,7,5,2006.0,2007.0,44.0,3,3,4,3,1,1,5,3,1,4,6,0,0,2007.0,2.0,454.0,3,3,0,5,2007,2066.0,133.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1466.0,201000,20,73.0,8925.0,8,5,2007.0,2007.0,0.0,4,3,4,3,3,6,5,3,1,4,7,0,0,2007.0,3.0,610.0,3,3,0,7,2009,2932.0,118.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1573.0,177500,160,66.63,2117.0,6,5,2000.0,2000.0,216.0,4,3,4,3,1,6,5,3,1,4,5,0,0,2000.0,2.0,440.0,3,3,0,6,2010,2329.0,32.0,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2090.0,200000,60,81.47,10382.0,7,6,1973.0,1973.0,240.0,3,3,4,3,2,5,5,3,1,3,7,2,3,1973.0,2.0,484.0,3,3,350,11,2009,3197.0,667.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2046.0,450000,20,105.0,15431.0,10,5,2005.0,2006.0,400.0,5,3,5,3,4,6,5,2,1,5,7,2,4,2005.0,3.0,878.0,3,3,0,8,2007,4040.0,428.0,3.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
886.0,91300,30,50.0,5784.0,5,8,1938.0,1996.0,0.0,3,3,2,3,1,1,4,2,1,3,4,0,0,1938.0,1.0,273.0,3,3,0,12,2009,1076.0,244.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1258.0,173500,20,64.0,7697.0,7,6,2007.0,2007.0,0.0,4,3,4,3,1,1,5,3,1,4,6,0,0,2007.0,2.0,462.0,3,3,0,8,2007,2504.0,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1324.0,199500,20,100.0,18494.0,6,5,2005.0,2005.0,0.0,4,3,4,3,1,1,5,3,1,4,6,0,0,2005.0,2.0,430.0,3,3,0,1,2010,2648.0,59.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1848.0,207000,50,64.0,13053.0,6,7,1923.0,2000.0,0.0,3,3,3,3,1,1,4,4,1,4,8,1,4,1922.0,2.0,370.0,3,3,0,6,2008,2681.0,220.0,1.5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1269.0,155000,20,70.0,7931.0,5,6,1960.0,1960.0,0.0,3,3,3,3,1,4,3,3,1,3,6,1,2,1964.0,1.0,308.0,3,3,0,6,2008,2538.0,0.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1346.0,220000,20,88.0,11896.0,7,5,2008.0,2008.0,60.0,4,3,4,3,1,6,5,3,1,4,6,1,3,2008.0,3.0,660.0,3,3,0,5,2010,2682.0,148.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1749.0,196000,60,68.0,9272.0,7,5,1999.0,1999.0,0.0,4,3,4,3,1,6,5,3,1,4,7,0,0,1999.0,2.0,515.0,3,3,0,6,2006,2591.0,225.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
492.0,61500,30,52.0,7830.0,3,5,1921.0,1950.0,0.0,3,3,2,3,1,2,3,1,1,3,3,0,0,1921.0,1.0,200.0,2,3,0,6,2006,984.0,78.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
492.0,61500,30,52.0,7830.0,3,5,1921.0,1950.0,0.0,3,3,2,3,1,2,3,1,1,3,3,0,0,1921.0,1.0,200.0,2,3,0,6,2006,984.0,78.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2030.0,195000,60,66.63,12046.0,6,6,1976.0,1976.0,298.0,3,3,3,3,1,2,3,4,1,4,8,1,3,1976.0,2.0,551.0,3,3,0,6,2007,2878.0,224.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
